transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered
txn_005451,cust_00118,1391.98,upi,success,none,26,17,9,0.6538,0,0.0,0,135463.99,1
txn_005452,cust_00354,726.04,upi,success,none,3,3,0,1.0,0,0.0,0,146169.94,1
txn_005453,cust_00564,1515.03,card,success,none,39,38,1,0.9744,0,0.0,0,145692.9,1
txn_005454,cust_00904,860.25,wallet,failed,authentication_failed,21,17,4,0.8095,2,9.65,0,129361.28,0
txn_005455,cust_01823,3570.06,card,success,none,12,10,2,0.8333,0,0.0,0,117062.24,1
txn_005456,cust_02192,1084.84,netbanking,success,none,33,28,5,0.8485,0,0.0,0,40413.58,1
txn_005457,cust_02380,14625.7,netbanking,failed,authentication_failed,23,22,1,0.9565,0,13.72,0,129194.95,0
txn_005458,cust_01060,1239.11,upi,failed,technical_error,13,10,3,0.7692,0,5.75,0,86332.55,0
txn_005459,cust_01478,1499.33,upi,success,none,39,35,4,0.8974,0,0.0,0,9199.26,1
txn_005460,cust_01687,2271.42,netbanking,failed,insufficient_funds,24,17,7,0.7083,1,3.92,0,132938.41,0
txn_005461,cust_01032,3093.48,netbanking,success,none,33,15,18,0.4545,0,0.0,0,49861.07,1
txn_005462,cust_01941,1448.05,wallet,success,none,40,32,8,0.8,0,0.0,0,95993.18,1
txn_005463,cust_00708,2222.48,wallet,abandoned,none,11,9,2,0.8182,0,2.38,1,55220.8,0
txn_005464,cust_01374,1608.09,upi,success,none,14,9,5,0.6429,0,0.0,0,122215.95,1
txn_005465,cust_01456,614.87,netbanking,success,none,37,34,3,0.9189,0,0.0,0,63708.67,1
txn_005466,cust_01753,469.59,netbanking,success,none,16,15,1,0.9375,0,0.0,0,5927.59,1
txn_005467,cust_01950,2695.25,netbanking,failed,bank_decline,15,9,6,0.6,3,4.86,0,1327.35,0
txn_005468,cust_00050,6107.24,upi,success,none,15,10,5,0.6667,0,0.0,0,149601.54,1
txn_005469,cust_00274,262.18,wallet,success,none,40,32,8,0.8,0,0.0,0,80584.42,1
txn_005470,cust_02376,319.08,netbanking,success,none,16,12,4,0.75,0,0.0,0,110901.39,1
txn_005471,cust_00755,316.01,card,success,none,7,5,2,0.7143,0,0.0,0,106998.75,1
txn_005472,cust_01677,2907.78,card,success,none,24,17,7,0.7083,0,0.0,0,1568.52,1
txn_005473,cust_01731,3160.87,netbanking,failed,technical_error,26,15,11,0.5769,3,10.09,0,6778.6,0
txn_005474,cust_00190,504.55,upi,success,none,15,12,3,0.8,0,0.0,0,34215.61,1
txn_005475,cust_02279,12158.53,upi,success,none,31,28,3,0.9032,0,0.0,0,18323.98,1
txn_005476,cust_01163,911.45,netbanking,success,none,35,26,9,0.7429,0,0.0,0,73759.13,1
txn_005477,cust_00981,5628.76,upi,failed,technical_error,20,17,3,0.85,2,7.88,0,115904.97,1
txn_005478,cust_01182,3006.53,card,success,none,16,11,5,0.6875,0,0.0,0,29597.88,1
txn_005479,cust_01005,513.83,netbanking,failed,bank_decline,11,9,2,0.8182,1,8.99,0,61629.21,0
txn_005480,cust_02191,881.8,wallet,failed,authentication_failed,12,11,1,0.9167,3,8.08,0,93858.55,0
txn_005481,cust_00853,559.8,upi,failed,authentication_failed,9,8,1,0.8889,2,5.36,0,128071.12,0
txn_005482,cust_01935,349.21,upi,failed,network_error,32,25,7,0.7812,1,12.38,0,67613.15,0
txn_005483,cust_00266,1039.79,wallet,abandoned,none,20,15,5,0.75,0,4.76,1,113267.79,1
txn_005484,cust_02436,403.99,netbanking,success,none,3,2,1,0.6667,0,0.0,0,30677.8,1
txn_005485,cust_00009,1124.45,wallet,failed,insufficient_funds,35,29,6,0.8286,0,13.84,0,63508.45,1
txn_005486,cust_01232,9255.35,wallet,success,none,18,16,2,0.8889,0,0.0,0,16232.48,1
txn_005487,cust_00335,2688.36,upi,abandoned,none,2,2,0,1.0,0,6.01,1,14864.95,1
txn_005488,cust_02362,767.29,wallet,success,none,24,21,3,0.875,0,0.0,0,112436.43,1
txn_005489,cust_01237,707.17,wallet,success,none,36,25,11,0.6944,0,0.0,0,14866.57,1
txn_005490,cust_02115,896.84,netbanking,abandoned,none,24,23,1,0.9583,0,1.37,1,21011.57,1
txn_005491,cust_01978,10626.78,netbanking,success,none,16,13,3,0.8125,0,0.0,0,41765.79,1
txn_005492,cust_02030,451.08,wallet,success,none,37,27,10,0.7297,0,0.0,0,82973.87,1
txn_005493,cust_02296,1337.06,upi,success,none,23,11,12,0.4783,0,0.0,0,24243.34,1
txn_005494,cust_00707,2133.17,netbanking,abandoned,none,34,31,3,0.9118,0,1.18,1,78889.46,0
txn_005495,cust_02273,4516.48,upi,success,none,37,29,8,0.7838,0,0.0,0,38271.08,1
txn_005496,cust_00680,960.38,wallet,success,none,12,11,1,0.9167,0,0.0,0,90757.45,1
txn_005497,cust_00248,511.49,wallet,success,none,16,13,3,0.8125,0,0.0,0,126139.57,1
txn_005498,cust_00080,1789.16,card,success,none,35,34,1,0.9714,0,0.0,0,115109.33,1
txn_005499,cust_00833,4987.37,card,failed,network_error,26,17,9,0.6538,3,0.98,0,55133.36,0
txn_005500,cust_02170,1019.55,card,abandoned,none,39,33,6,0.8462,0,5.4,1,107878.1,1
txn_005501,cust_00057,578.58,card,success,none,30,22,8,0.7333,0,0.0,0,79838.04,1
txn_005502,cust_00040,1495.49,upi,success,none,26,18,8,0.6923,0,0.0,0,40893.39,1
txn_005503,cust_01997,264.12,upi,success,none,4,3,1,0.75,0,0.0,0,30785.46,1
txn_005504,cust_01708,1076.36,wallet,failed,technical_error,13,11,2,0.8462,1,2.38,0,19801.71,1
txn_005505,cust_00144,4350.41,card,success,none,40,32,8,0.8,0,0.0,0,149769.71,1
txn_005506,cust_00634,3212.64,wallet,success,none,2,2,0,1.0,0,0.0,0,14671.89,1
txn_005507,cust_01804,1159.95,wallet,abandoned,none,7,5,2,0.7143,0,1.31,1,71146.35,1
txn_005508,cust_00243,7039.76,wallet,failed,network_error,29,25,4,0.8621,2,5.59,0,92285.2,0
txn_005509,cust_01750,9044.16,wallet,success,none,34,24,10,0.7059,0,0.0,0,132020.56,1
txn_005510,cust_00368,2602.13,card,success,none,8,6,2,0.75,0,0.0,0,84152.88,1
txn_005511,cust_02401,308.66,netbanking,success,none,1,1,0,1.0,0,0.0,0,82683.62,1
txn_005512,cust_00015,204.4,upi,success,none,22,14,8,0.6364,0,0.0,0,16229.33,1
txn_005513,cust_00543,5342.72,card,success,none,20,16,4,0.8,0,0.0,0,97736.68,1
txn_005514,cust_00736,1710.82,wallet,success,none,25,20,5,0.8,0,0.0,0,23983.66,1
txn_005515,cust_00239,6874.36,card,success,none,36,28,8,0.7778,0,0.0,0,38130.54,1
txn_005516,cust_01048,351.19,netbanking,success,none,9,8,1,0.8889,0,0.0,0,72249.1,1
txn_005517,cust_01816,1140.04,card,success,none,13,11,2,0.8462,0,0.0,0,75571.13,1
txn_005518,cust_00136,3748.8,wallet,failed,network_error,6,5,1,0.8333,0,10.28,0,63464.51,1
txn_005519,cust_00355,645.62,wallet,success,none,36,22,14,0.6111,0,0.0,0,44528.36,1
txn_005520,cust_00609,3695.18,netbanking,success,none,31,26,5,0.8387,0,0.0,0,11002.86,1
txn_005521,cust_01508,1184.67,upi,success,none,34,32,2,0.9412,0,0.0,0,147230.67,1
txn_005522,cust_00820,1377.55,wallet,failed,technical_error,34,31,3,0.9118,0,0.96,0,40741.38,1
txn_005523,cust_00860,410.09,wallet,failed,authentication_failed,12,8,4,0.6667,1,2.8,0,119260.76,0
txn_005524,cust_00945,1722.25,card,abandoned,none,34,22,12,0.6471,0,0.99,1,69091.3,1
txn_005525,cust_01454,12001.53,wallet,success,none,1,1,0,1.0,0,0.0,0,148045.5,1
txn_005526,cust_02129,1974.4,card,success,none,3,3,0,1.0,0,0.0,0,83187.51,1
txn_005527,cust_00898,606.85,wallet,success,none,20,19,1,0.95,0,0.0,0,72958.78,1
txn_005528,cust_02375,5407.5,card,success,none,25,25,0,1.0,0,0.0,0,47096.23,1
txn_005529,cust_00940,625.42,wallet,failed,insufficient_funds,24,11,13,0.4583,0,7.65,0,113489.81,0
txn_005530,cust_00584,7488.35,card,success,none,7,6,1,0.8571,0,0.0,0,68348.81,1
txn_005531,cust_00838,374.29,wallet,success,none,24,21,3,0.875,0,0.0,0,54960.44,1
txn_005532,cust_00956,1759.37,card,success,none,38,36,2,0.9474,0,0.0,0,46844.0,1
txn_005533,cust_02202,6162.96,card,success,none,35,10,25,0.2857,0,0.0,0,75996.05,1
txn_005534,cust_00338,562.94,card,success,none,38,32,6,0.8421,0,0.0,0,55984.05,1
txn_005535,cust_02243,1455.58,upi,success,none,24,22,2,0.9167,0,0.0,0,12925.92,1
txn_005536,cust_00414,4261.13,netbanking,failed,insufficient_funds,22,19,3,0.8636,3,13.3,0,62335.12,0
txn_005537,cust_01580,140.4,upi,failed,authentication_failed,29,23,6,0.7931,2,5.24,0,132630.15,0
txn_005538,cust_01259,3384.24,netbanking,failed,bank_decline,39,30,9,0.7692,0,5.21,0,21282.55,0
txn_005539,cust_02210,1226.69,card,success,none,25,19,6,0.76,0,0.0,0,53227.15,1
txn_005540,cust_01783,5664.39,netbanking,success,none,39,29,10,0.7436,0,0.0,0,91748.47,1
txn_005541,cust_00596,585.52,wallet,success,none,38,30,8,0.7895,0,0.0,0,82705.11,1
txn_005542,cust_02468,334.7,wallet,success,none,32,21,11,0.6562,0,0.0,0,106287.27,1
txn_005543,cust_00837,778.18,netbanking,failed,bank_decline,5,4,1,0.8,1,8.94,0,36163.31,0
txn_005544,cust_00906,762.1,wallet,success,none,23,20,3,0.8696,0,0.0,0,146330.75,1
txn_005545,cust_02122,1089.54,card,success,none,9,8,1,0.8889,0,0.0,0,133803.26,1
txn_005546,cust_01525,838.34,upi,success,none,25,21,4,0.84,0,0.0,0,127501.89,1
txn_005547,cust_02089,179.85,netbanking,failed,authentication_failed,39,25,14,0.641,2,11.19,0,59718.17,0
txn_005548,cust_00123,1218.1,card,success,none,32,28,4,0.875,0,0.0,0,24064.73,1
txn_005549,cust_01780,1688.84,wallet,success,none,26,21,5,0.8077,0,0.0,0,88088.59,1
txn_005550,cust_01652,1104.07,wallet,success,none,25,22,3,0.88,0,0.0,0,53333.44,1
txn_005551,cust_01711,1784.38,wallet,success,none,10,9,1,0.9,0,0.0,0,125282.11,1
txn_005552,cust_02328,1458.19,wallet,success,none,16,13,3,0.8125,0,0.0,0,83745.67,1
txn_005553,cust_01468,336.3,upi,failed,insufficient_funds,18,11,7,0.6111,1,7.44,0,13455.96,1
txn_005554,cust_00601,991.43,wallet,success,none,8,8,0,1.0,0,0.0,0,128066.12,1
txn_005555,cust_01333,1501.02,netbanking,success,none,38,37,1,0.9737,0,0.0,0,13628.04,1
txn_005556,cust_01810,1056.62,netbanking,success,none,20,19,1,0.95,0,0.0,0,63650.41,1
txn_005557,cust_01699,301.03,card,success,none,35,29,6,0.8286,0,0.0,0,103373.12,1
txn_005558,cust_01380,4551.05,netbanking,success,none,33,23,10,0.697,0,0.0,0,147837.76,1
txn_005559,cust_01425,506.66,netbanking,failed,network_error,31,23,8,0.7419,3,5.14,0,11553.42,0
txn_005560,cust_01508,386.76,card,success,none,34,32,2,0.9412,0,0.0,0,147230.67,1
txn_005561,cust_02010,1395.24,card,success,none,21,18,3,0.8571,0,0.0,0,144909.15,1
txn_005562,cust_00373,976.76,upi,success,none,38,31,7,0.8158,0,0.0,0,148514.66,1
txn_005563,cust_01916,2444.12,card,success,none,34,32,2,0.9412,0,0.0,0,115361.78,1
txn_005564,cust_00688,3205.6,netbanking,failed,authentication_failed,5,4,1,0.8,1,10.11,0,70869.24,0
txn_005565,cust_00697,2753.33,card,success,none,38,23,15,0.6053,0,0.0,0,83593.14,1
txn_005566,cust_01098,1337.04,card,success,none,5,5,0,1.0,0,0.0,0,16033.61,1
txn_005567,cust_01604,2329.24,upi,failed,technical_error,12,11,1,0.9167,0,0.56,0,27238.95,1
txn_005568,cust_02248,281.46,wallet,success,none,12,10,2,0.8333,0,0.0,0,96403.41,1
txn_005569,cust_00094,4001.25,wallet,success,none,4,3,1,0.75,0,0.0,0,35112.33,1
txn_005570,cust_00632,893.52,wallet,success,none,10,7,3,0.7,0,0.0,0,85381.84,1
txn_005571,cust_01833,9604.03,card,success,none,31,24,7,0.7742,0,0.0,0,58114.15,1
txn_005572,cust_01488,4124.91,netbanking,success,none,28,20,8,0.7143,0,0.0,0,41525.11,1
txn_005573,cust_00239,1099.61,upi,success,none,36,28,8,0.7778,0,0.0,0,38130.54,1
txn_005574,cust_01700,1368.42,netbanking,failed,network_error,31,22,9,0.7097,0,0.3,0,86334.43,1
txn_005575,cust_02011,4376.75,card,failed,authentication_failed,4,3,1,0.75,3,13.46,0,2931.82,0
txn_005576,cust_01045,139.75,wallet,failed,bank_decline,20,17,3,0.85,3,10.78,0,103853.27,0
txn_005577,cust_01334,1141.12,card,success,none,9,7,2,0.7778,0,0.0,0,47664.68,1
txn_005578,cust_01359,7342.42,wallet,success,none,8,7,1,0.875,0,0.0,0,86334.39,1
txn_005579,cust_00360,3117.71,card,success,none,22,18,4,0.8182,0,0.0,0,28470.19,1
txn_005580,cust_01241,579.57,wallet,success,none,6,4,2,0.6667,0,0.0,0,109001.73,1
txn_005581,cust_02211,1834.4,card,abandoned,none,37,22,15,0.5946,0,1.99,1,15559.82,0
txn_005582,cust_01454,504.37,upi,success,none,1,1,0,1.0,0,0.0,0,148045.5,1
txn_005583,cust_01307,951.97,card,success,none,29,23,6,0.7931,0,0.0,0,48517.51,1
txn_005584,cust_01325,1870.27,upi,success,none,21,19,2,0.9048,0,0.0,0,30364.07,1
txn_005585,cust_02338,2230.15,wallet,success,none,4,3,1,0.75,0,0.0,0,33104.63,1
txn_005586,cust_00678,2777.81,netbanking,abandoned,none,10,7,3,0.7,0,2.16,1,36204.06,0
txn_005587,cust_01468,4599.89,netbanking,success,none,18,11,7,0.6111,0,0.0,0,13455.96,1
txn_005588,cust_00725,405.97,upi,success,none,2,2,0,1.0,0,0.0,0,55027.05,1
txn_005589,cust_01457,1371.99,wallet,success,none,35,26,9,0.7429,0,0.0,0,102758.37,1
txn_005590,cust_01851,572.29,upi,success,none,26,22,4,0.8462,0,0.0,0,3849.59,1
txn_005591,cust_00859,898.87,netbanking,failed,authentication_failed,11,9,2,0.8182,2,5.41,0,107059.56,1
txn_005592,cust_01228,629.9,upi,success,none,10,4,6,0.4,0,0.0,0,111208.64,1
txn_005593,cust_01808,2207.03,netbanking,success,none,22,18,4,0.8182,0,0.0,0,98510.76,1
txn_005594,cust_02388,3839.2,upi,success,none,35,30,5,0.8571,0,0.0,0,47139.54,1
txn_005595,cust_01746,4052.2,upi,success,none,34,30,4,0.8824,0,0.0,0,130211.16,1
txn_005596,cust_01385,443.56,upi,abandoned,none,9,8,1,0.8889,0,1.74,1,38201.91,1
txn_005597,cust_01660,1184.06,netbanking,abandoned,none,7,6,1,0.8571,0,3.9,1,12055.86,1
txn_005598,cust_02060,431.43,upi,success,none,14,13,1,0.9286,0,0.0,0,81125.38,1
txn_005599,cust_00182,417.29,upi,failed,network_error,2,2,0,1.0,0,4.46,0,27724.74,1
txn_005600,cust_00881,691.09,card,success,none,15,13,2,0.8667,0,0.0,0,52557.44,1
txn_005601,cust_01704,1888.05,wallet,success,none,34,30,4,0.8824,0,0.0,0,120267.1,1
txn_005602,cust_02112,2250.52,netbanking,success,none,21,17,4,0.8095,0,0.0,0,37680.1,1
txn_005603,cust_00107,2576.61,card,success,none,22,17,5,0.7727,0,0.0,0,120288.28,1
txn_005604,cust_01974,2422.02,card,failed,insufficient_funds,39,23,16,0.5897,0,13.88,0,91317.96,0
txn_005605,cust_00281,573.72,card,failed,network_error,22,18,4,0.8182,3,1.42,0,114423.23,0
txn_005606,cust_01536,4371.05,upi,success,none,33,29,4,0.8788,0,0.0,0,20893.56,1
txn_005607,cust_00372,2990.75,netbanking,success,none,29,27,2,0.931,0,0.0,0,45305.62,1
txn_005608,cust_00475,886.53,card,failed,network_error,16,15,1,0.9375,0,12.29,0,95042.99,1
txn_005609,cust_02358,920.65,upi,success,none,21,14,7,0.6667,0,0.0,0,98298.95,1
txn_005610,cust_02430,693.99,card,failed,technical_error,26,20,6,0.7692,3,7.5,0,11636.32,1
txn_005611,cust_01774,368.03,wallet,success,none,20,17,3,0.85,0,0.0,0,107198.33,1
txn_005612,cust_00047,2607.18,netbanking,success,none,36,27,9,0.75,0,0.0,0,81307.62,1
txn_005613,cust_00836,3047.45,card,failed,technical_error,29,28,1,0.9655,2,0.34,0,6185.05,0
txn_005614,cust_00416,530.57,wallet,success,none,26,14,12,0.5385,0,0.0,0,122221.34,1
txn_005615,cust_00902,390.78,card,failed,insufficient_funds,31,16,15,0.5161,1,3.98,0,70201.88,0
txn_005616,cust_00553,525.03,upi,success,none,40,34,6,0.85,0,0.0,0,61809.27,1
txn_005617,cust_01087,1495.54,upi,success,none,9,8,1,0.8889,0,0.0,0,109450.86,1
txn_005618,cust_00874,336.31,wallet,failed,insufficient_funds,34,30,4,0.8824,3,6.99,0,52332.7,0
txn_005619,cust_01429,4137.35,wallet,success,none,9,7,2,0.7778,0,0.0,0,58025.44,1
txn_005620,cust_02216,3896.98,upi,success,none,13,11,2,0.8462,0,0.0,0,1814.95,1
txn_005621,cust_00743,2047.44,wallet,failed,bank_decline,29,22,7,0.7586,0,9.13,0,35866.44,0
txn_005622,cust_01591,3010.12,netbanking,abandoned,none,32,27,5,0.8438,0,3.06,1,52261.08,1
txn_005623,cust_00383,1420.49,card,success,none,3,3,0,1.0,0,0.0,0,35489.96,1
txn_005624,cust_00197,2132.72,upi,success,none,17,14,3,0.8235,0,0.0,0,27606.6,1
txn_005625,cust_00540,364.97,card,failed,technical_error,40,22,18,0.55,1,2.82,0,33983.71,1
txn_005626,cust_01463,5380.19,wallet,success,none,26,22,4,0.8462,0,0.0,0,76484.98,1
txn_005627,cust_00244,822.75,wallet,failed,bank_decline,33,20,13,0.6061,0,11.09,0,64584.37,0
txn_005628,cust_01397,1177.56,wallet,success,none,30,25,5,0.8333,0,0.0,0,95591.24,1
txn_005629,cust_02480,16110.09,upi,failed,technical_error,33,30,3,0.9091,3,8.9,0,57477.49,0
txn_005630,cust_01658,1074.91,upi,abandoned,none,3,3,0,1.0,0,2.58,1,44941.38,1
txn_005631,cust_00365,2805.68,upi,success,none,4,2,2,0.5,0,0.0,0,23607.32,1
txn_005632,cust_00890,2240.68,wallet,success,none,39,31,8,0.7949,0,0.0,0,51305.32,1
txn_005633,cust_01123,353.25,upi,abandoned,none,27,23,4,0.8519,0,6.24,1,84035.73,0
txn_005634,cust_01037,492.88,netbanking,failed,authentication_failed,25,22,3,0.88,0,12.28,0,36092.67,0
txn_005635,cust_02047,10258.77,upi,success,none,8,6,2,0.75,0,0.0,0,58495.51,1
txn_005636,cust_02261,2390.27,card,success,none,36,22,14,0.6111,0,0.0,0,43389.57,1
txn_005637,cust_01080,1317.02,netbanking,success,none,9,7,2,0.7778,0,0.0,0,115108.32,1
txn_005638,cust_01655,783.96,upi,success,none,37,32,5,0.8649,0,0.0,0,97994.46,1
txn_005639,cust_01362,1844.71,upi,success,none,3,3,0,1.0,0,0.0,0,114240.62,1
txn_005640,cust_01871,2028.69,netbanking,success,none,8,7,1,0.875,0,0.0,0,117929.25,1
txn_005641,cust_02284,1679.95,card,success,none,34,17,17,0.5,0,0.0,0,80812.13,1
txn_005642,cust_01427,3900.89,upi,success,none,7,7,0,1.0,0,0.0,0,16377.03,1
txn_005643,cust_01124,562.92,upi,success,none,9,7,2,0.7778,0,0.0,0,58874.44,1
txn_005644,cust_00066,492.4,netbanking,success,none,12,11,1,0.9167,0,0.0,0,76644.57,1
txn_005645,cust_01815,3801.19,wallet,success,none,40,35,5,0.875,0,0.0,0,11611.14,1
txn_005646,cust_02186,11077.68,netbanking,success,none,14,11,3,0.7857,0,0.0,0,67931.3,1
txn_005647,cust_02478,3110.67,upi,failed,network_error,35,30,5,0.8571,1,0.72,0,55699.79,1
txn_005648,cust_01171,4903.74,wallet,success,none,33,29,4,0.8788,0,0.0,0,68945.44,1
txn_005649,cust_01642,1242.85,upi,success,none,5,3,2,0.6,0,0.0,0,36461.39,1
txn_005650,cust_01538,1747.8,netbanking,success,none,37,29,8,0.7838,0,0.0,0,10280.15,1
txn_005651,cust_01587,1724.44,card,success,none,34,32,2,0.9412,0,0.0,0,38123.02,1
txn_005652,cust_01590,1267.21,upi,success,none,23,20,3,0.8696,0,0.0,0,72472.98,1
txn_005653,cust_00562,5493.37,wallet,success,none,30,29,1,0.9667,0,0.0,0,14659.34,1
txn_005654,cust_01264,4088.15,card,success,none,32,25,7,0.7812,0,0.0,0,145196.7,1
txn_005655,cust_02247,898.54,wallet,success,none,39,33,6,0.8462,0,0.0,0,9561.99,1
txn_005656,cust_01622,258.38,netbanking,success,none,34,19,15,0.5588,0,0.0,0,129239.75,1
txn_005657,cust_02012,1256.93,netbanking,success,none,17,15,2,0.8824,0,0.0,0,31260.0,1
txn_005658,cust_01491,422.14,wallet,abandoned,none,32,31,1,0.9688,0,1.52,1,68824.47,1
txn_005659,cust_00605,1371.52,netbanking,success,none,30,21,9,0.7,0,0.0,0,60410.8,1
txn_005660,cust_00832,456.75,netbanking,success,none,4,3,1,0.75,0,0.0,0,12181.13,1
txn_005661,cust_01599,4705.64,upi,success,none,11,8,3,0.7273,0,0.0,0,15920.02,1
txn_005662,cust_02141,2655.59,netbanking,success,none,11,8,3,0.7273,0,0.0,0,27692.63,1
txn_005663,cust_01854,2591.86,card,success,none,2,1,1,0.5,0,0.0,0,88864.23,1
txn_005664,cust_00232,3913.49,netbanking,failed,insufficient_funds,37,21,16,0.5676,2,12.72,0,29970.85,0
txn_005665,cust_01354,1980.51,card,failed,bank_decline,15,14,1,0.9333,0,7.26,0,44521.4,1
txn_005666,cust_01695,2314.16,upi,success,none,27,24,3,0.8889,0,0.0,0,145635.13,1
txn_005667,cust_00942,5623.44,netbanking,success,none,26,17,9,0.6538,0,0.0,0,75511.61,1
txn_005668,cust_00520,1170.85,upi,success,none,35,32,3,0.9143,0,0.0,0,131592.63,1
txn_005669,cust_00602,2453.12,netbanking,failed,bank_decline,36,29,7,0.8056,0,11.12,0,108405.15,0
txn_005670,cust_00308,467.25,netbanking,failed,technical_error,22,18,4,0.8182,3,7.22,0,2885.17,0
txn_005671,cust_00807,1449.94,wallet,failed,authentication_failed,13,11,2,0.8462,1,9.68,0,132982.77,0
txn_005672,cust_00609,12826.69,upi,abandoned,none,31,26,5,0.8387,0,3.05,1,11002.86,1
txn_005673,cust_00935,3025.48,upi,success,none,36,34,2,0.9444,0,0.0,0,42678.38,1
txn_005674,cust_02318,1229.06,upi,success,none,12,11,1,0.9167,0,0.0,0,82735.95,1
txn_005675,cust_00175,1745.05,wallet,success,none,14,10,4,0.7143,0,0.0,0,102627.94,1
txn_005676,cust_01673,1311.6,netbanking,abandoned,none,19,12,7,0.6316,0,3.68,1,45312.7,0
txn_005677,cust_01783,1688.68,card,success,none,39,29,10,0.7436,0,0.0,0,91748.47,1
txn_005678,cust_01940,898.74,wallet,abandoned,none,6,5,1,0.8333,0,5.46,1,118975.71,0
txn_005679,cust_00523,2197.05,wallet,success,none,17,15,2,0.8824,0,0.0,0,137193.29,1
txn_005680,cust_02058,2276.31,card,success,none,14,7,7,0.5,0,0.0,0,129877.68,1
txn_005681,cust_02024,1348.35,card,success,none,38,26,12,0.6842,0,0.0,0,127056.12,1
txn_005682,cust_00761,1540.8,card,success,none,15,8,7,0.5333,0,0.0,0,122688.79,1
txn_005683,cust_00479,1883.28,upi,failed,technical_error,7,5,2,0.7143,1,7.79,0,67108.1,1
txn_005684,cust_01023,790.57,netbanking,success,none,9,8,1,0.8889,0,0.0,0,127807.9,1
txn_005685,cust_02160,2176.06,card,success,none,25,17,8,0.68,0,0.0,0,145928.44,1
txn_005686,cust_00030,2922.39,netbanking,success,none,23,19,4,0.8261,0,0.0,0,32216.55,1
txn_005687,cust_01556,5795.67,wallet,failed,technical_error,26,21,5,0.8077,1,7.61,0,77505.49,0
txn_005688,cust_01226,1841.57,netbanking,failed,technical_error,5,3,2,0.6,3,1.2,0,13223.66,0
txn_005689,cust_00228,768.44,wallet,success,none,10,9,1,0.9,0,0.0,0,4639.38,1
txn_005690,cust_00882,1208.41,wallet,success,none,34,21,13,0.6176,0,0.0,0,134343.96,1
txn_005691,cust_00421,427.11,netbanking,failed,bank_decline,1,1,0,1.0,3,1.88,0,98991.4,0
txn_005692,cust_00142,2772.08,wallet,failed,insufficient_funds,20,19,1,0.95,2,11.09,0,69126.46,0
txn_005693,cust_00016,170.76,upi,success,none,25,22,3,0.88,0,0.0,0,15410.74,1
txn_005694,cust_01137,3731.83,netbanking,success,none,13,12,1,0.9231,0,0.0,0,144349.56,1
txn_005695,cust_02448,4210.45,wallet,abandoned,none,21,19,2,0.9048,0,2.53,1,3245.09,1
txn_005696,cust_01111,100.0,card,success,none,36,26,10,0.7222,0,0.0,0,142329.52,1
txn_005697,cust_01962,4794.77,upi,failed,network_error,3,2,1,0.6667,1,3.26,0,139067.35,1
txn_005698,cust_01134,3741.67,wallet,success,none,14,8,6,0.5714,0,0.0,0,130551.6,1
txn_005699,cust_01915,1002.2,upi,success,none,21,19,2,0.9048,0,0.0,0,2841.67,1
txn_005700,cust_00844,406.74,netbanking,success,none,21,16,5,0.7619,0,0.0,0,97784.55,1
txn_005701,cust_02457,579.54,wallet,success,none,40,33,7,0.825,0,0.0,0,51424.89,1
txn_005702,cust_01458,627.34,wallet,success,none,31,24,7,0.7742,0,0.0,0,143213.49,1
txn_005703,cust_02145,4994.32,upi,failed,authentication_failed,3,2,1,0.6667,3,0.85,0,33604.05,0
txn_005704,cust_00536,854.88,upi,success,none,24,18,6,0.75,0,0.0,0,17143.57,1
txn_005705,cust_02045,3312.05,netbanking,success,none,16,11,5,0.6875,0,0.0,0,143875.63,1
txn_005706,cust_00900,1183.15,card,success,none,5,5,0,1.0,0,0.0,0,103603.42,1
txn_005707,cust_00185,1415.27,card,success,none,16,14,2,0.875,0,0.0,0,40754.05,1
txn_005708,cust_00763,278.27,card,failed,network_error,27,19,8,0.7037,2,7.84,0,8935.28,0
txn_005709,cust_01799,425.36,upi,success,none,15,14,1,0.9333,0,0.0,0,103261.4,1
txn_005710,cust_00482,4880.96,netbanking,failed,technical_error,4,3,1,0.75,1,11.19,0,44711.8,0
txn_005711,cust_01269,1146.28,wallet,success,none,35,18,17,0.5143,0,0.0,0,27809.15,1
txn_005712,cust_01048,1809.24,upi,success,none,9,8,1,0.8889,0,0.0,0,72249.1,1
txn_005713,cust_01577,8154.76,wallet,failed,network_error,25,22,3,0.88,3,0.27,0,102798.72,0
txn_005714,cust_01841,1178.94,wallet,abandoned,none,7,5,2,0.7143,0,1.06,1,58149.02,0
txn_005715,cust_02252,1114.05,card,success,none,33,31,2,0.9394,0,0.0,0,77856.23,1
txn_005716,cust_02207,4474.21,card,success,none,24,15,9,0.625,0,0.0,0,131348.82,1
txn_005717,cust_00871,1356.07,wallet,failed,technical_error,5,4,1,0.8,1,6.78,0,19673.69,0
txn_005718,cust_01804,1844.58,card,success,none,7,5,2,0.7143,0,0.0,0,71146.35,1
txn_005719,cust_00883,3629.38,card,success,none,6,5,1,0.8333,0,0.0,0,38340.19,1
txn_005720,cust_01227,1339.58,netbanking,success,none,10,7,3,0.7,0,0.0,0,57620.0,1
txn_005721,cust_01765,2944.19,card,success,none,37,33,4,0.8919,0,0.0,0,117194.69,1
