priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
1733,txn_001719,cust_01056,830.9,upi,failed,insufficient_funds,34,29,5,0.8529,0,9.59,0,105861.15,1,6.723712241289842,0.42731364996730126,355.0549117578306,830.9,355.0549117578306
1734,txn_007293,cust_01799,563.52,card,failed,insufficient_funds,15,14,1,0.9333,1,1.15,0,103261.4,1,6.335975812545806,0.6300494810280532,355.04548354892853,563.52,355.04548354892853
1735,txn_006502,cust_00166,492.48,netbanking,abandoned,none,17,13,4,0.7647,0,1.7,1,25075.71,1,6.201482331203264,0.7200521585956129,354.61128706516746,492.48,354.61128706516746
1736,txn_009953,cust_00912,540.36,netbanking,failed,authentication_failed,4,3,1,0.75,0,1.19,0,44241.59,1,6.29408449192397,0.6561868068362026,354.5771029420104,540.36,354.5771029420104
1737,txn_002637,cust_00692,697.22,netbanking,abandoned,none,30,23,7,0.7667,0,6.64,1,68335.17,1,6.54853423934804,0.5083278229379211,354.4163247087774,697.22,354.4163247087774
1738,txn_007598,cust_02040,576.23,wallet,failed,insufficient_funds,40,29,11,0.725,0,4.19,0,80044.34,1,6.358240800601035,0.6128458637876697,353.14017209036894,576.23,353.14017209036894
1739,txn_002663,cust_02451,1068.73,wallet,failed,bank_decline,1,1,0,1.0,2,1.94,0,145356.4,1,6.975161559165155,0.3300107215848084,352.69235847933226,1068.73,352.69235847933226
1740,txn_009039,cust_00020,853.75,netbanking,failed,network_error,25,20,5,0.8,1,9.02,0,12741.23,1,6.75080902851941,0.4127312229274963,352.36928157435,853.75,352.36928157435
1741,txn_001188,cust_00963,577.62,netbanking,failed,authentication_failed,25,24,1,0.96,0,6.11,0,23018.58,0,6.3606459581389,0.6090553128384473,351.8025298017439,577.62,351.8025298017439
1742,txn_001407,cust_00628,1036.19,card,failed,bank_decline,18,11,7,0.6111,0,5.93,0,5314.02,0,6.944270412275957,0.33941403454805547,351.69742845834963,1036.19,351.69742845834963
1743,txn_004888,cust_00218,766.89,upi,failed,network_error,14,12,2,0.8571,0,12.78,0,65053.33,0,6.643646493722729,0.45695556915326724,350.4346564279491,766.89,350.4346564279491
1744,txn_001923,cust_02209,858.6,card,failed,network_error,31,27,4,0.871,1,8.42,0,118643.78,0,6.756467164768355,0.40784757374553404,350.17792681791553,858.6,350.17792681791553
1745,txn_004414,cust_02430,458.78,wallet,abandoned,none,26,20,6,0.7692,0,1.59,1,11636.32,1,6.130748114210368,0.7630703776960416,350.08142787938993,458.78,350.08142787938993
1746,txn_000634,cust_00821,996.56,card,failed,network_error,6,5,1,0.8333,1,9.38,0,109335.12,0,6.905312297330997,0.3511455851170306,349.937644304228,996.56,349.937644304228
1747,txn_005599,cust_00182,417.29,upi,failed,network_error,2,2,0,1.0,0,4.46,0,27724.74,1,6.036174971875039,0.8384981327437837,349.8968858126535,417.29,349.8968858126535
1748,txn_009584,cust_00837,2033.31,card,failed,technical_error,5,4,1,0.8,3,5.56,0,36163.31,0,7.6179119740416406,0.17184251341715745,349.4091009562404,2033.31,349.4091009562404
1749,txn_009779,cust_00025,697.88,upi,abandoned,none,15,11,4,0.7333,0,5.93,1,116187.18,1,6.549479053676431,0.500150083668609,349.0447403906489,697.88,349.0447403906489
1750,txn_001137,cust_01424,436.21,netbanking,failed,network_error,28,23,5,0.8214,0,1.41,0,104410.62,1,6.080413628867886,0.7998638691452954,348.9086183598693,436.21,348.9086183598693
1751,txn_009505,cust_00041,1331.01,card,failed,authentication_failed,14,8,6,0.5714,1,2.46,0,137057.28,0,7.194444358579661,0.26211898882628115,348.8829953176685,1331.01,348.8829953176685
1752,txn_003599,cust_01733,599.16,upi,failed,authentication_failed,4,3,1,0.75,0,2.48,0,112116.72,1,6.397196286333577,0.5819896930605503,348.7049444941593,599.16,348.7049444941593
1753,txn_003957,cust_02118,424.33,wallet,abandoned,none,20,19,1,0.95,0,0.91,1,73558.74,1,6.05286533821532,0.8216885356946636,348.6670963513166,424.33,348.6670963513166
1754,txn_008489,cust_01886,1341.74,wallet,failed,insufficient_funds,15,10,5,0.6667,0,12.06,0,69055.93,0,7.202467581355118,0.2597103504453903,348.46376560659803,1341.74,348.46376560659803
1755,txn_000031,cust_01633,1293.13,wallet,failed,bank_decline,12,10,2,0.8333,1,6.78,0,57379.23,1,7.165593933693224,0.26917187804305936,348.07423065382136,1293.13,348.07423065382136
1756,txn_005596,cust_01385,443.56,upi,abandoned,none,9,8,1,0.8889,0,1.74,1,38201.91,1,6.097085028971666,0.7846121256403178,348.02255444901937,443.56,348.02255444901937
1757,txn_004553,cust_02056,656.81,wallet,failed,insufficient_funds,35,29,6,0.8286,0,7.71,0,80447.67,0,6.48891613582852,0.5295284385581588,347.79957372938424,656.81,347.79957372938424
1758,txn_006488,cust_00109,3560.51,upi,failed,insufficient_funds,13,10,3,0.7692,3,6.3,0,80906.58,0,8.177939891220166,0.09767397324319302,347.7691584721212,3560.51,347.7691584721212
1759,txn_001607,cust_02004,1100.38,netbanking,failed,network_error,36,34,2,0.9444,3,2.75,0,129861.38,0,7.00431921795641,0.3159677107759122,347.68454958359825,1100.38,347.68454958359825
1760,txn_001521,cust_02375,1789.43,upi,failed,network_error,25,25,0,1.0,3,9.23,0,47096.23,1,7.490211093449451,0.19418376716719415,347.47825848199227,1789.43,347.47825848199227
1761,txn_005043,cust_02075,4594.14,wallet,failed,bank_decline,5,3,2,0.6,1,11.12,0,54297.32,0,8.432754502225542,0.07557043581466166,347.18116199356973,4594.14,347.18116199356973
1762,txn_000332,cust_00393,1098.53,netbanking,failed,insufficient_funds,39,33,6,0.8462,1,7.3,0,112594.7,0,7.002638094752188,0.3154030298528957,346.4796903843015,1098.53,346.4796903843015
1763,txn_001206,cust_01952,1883.61,netbanking,failed,bank_decline,19,16,3,0.8421,0,12.61,0,82605.9,1,7.5414761819243425,0.18355480917470302,345.74567410956234,1883.61,345.74567410956234
1764,txn_006090,cust_02045,772.1,wallet,failed,insufficient_funds,16,11,5,0.6875,0,6.34,0,143875.63,1,6.650408406326429,0.4468345350409096,345.0009445050863,772.1,345.0009445050863
1765,txn_009690,cust_02202,4263.15,upi,failed,insufficient_funds,35,10,25,0.2857,2,5.08,0,75996.05,0,8.35799814346334,0.08083128225773133,344.59588095704726,4263.15,344.59588095704726
1766,txn_007101,cust_00808,594.98,wallet,abandoned,none,21,18,3,0.8571,0,5.95,1,140072.28,1,6.39020710945532,0.5790295531398398,344.5110035271419,594.98,344.5110035271419
1767,txn_000767,cust_01575,1913.39,wallet,failed,insufficient_funds,37,29,8,0.7838,1,12.28,0,65540.3,1,7.557154313011779,0.18003929778074443,344.4853919806986,1913.39,344.4853919806986
1768,txn_005658,cust_01491,422.14,wallet,abandoned,none,32,31,1,0.9688,0,1.52,1,68824.47,1,6.047703093555171,0.8147769358937096,343.94993571817054,422.14,343.94993571817054
1769,txn_009555,cust_00725,793.95,upi,failed,network_error,2,2,0,1.0,2,7.19,0,55027.05,0,6.678279219594718,0.43312013612814254,343.87573207893877,793.95,343.87573207893877
1770,txn_007424,cust_02271,1153.11,card,failed,bank_decline,33,27,6,0.8182,1,3.46,0,143549.69,1,7.051084763149239,0.2980412882210894,343.67438986062035,1153.11,343.67438986062035
1771,txn_003119,cust_00967,618.25,card,abandoned,none,10,7,3,0.7,0,4.57,1,62531.06,1,6.428509068369469,0.5557754927159971,343.60819837166525,618.25,343.60819837166525
1772,txn_007895,cust_01722,923.93,upi,failed,bank_decline,7,5,2,0.7143,1,0.36,0,138814.3,0,6.829718058973201,0.3716497814964862,343.3783826180485,923.93,343.3783826180485
1773,txn_006924,cust_02303,3549.67,netbanking,failed,bank_decline,37,34,3,0.9189,2,8.13,0,130446.56,0,8.17489159705611,0.09668196642526605,343.18907576077413,3549.67,343.18907576077413
1774,txn_007777,cust_00317,7858.08,card,failed,authentication_failed,30,20,10,0.6667,2,11.99,0,65900.6,0,8.969424830226504,0.04361929368561668,342.7638993250707,7858.08,342.7638993250707
1775,txn_006350,cust_01420,1080.95,wallet,failed,technical_error,5,2,3,0.4,1,4.51,0,20772.27,0,6.986520247617792,0.31672921191615555,342.36844162076835,1080.95,342.36844162076835
1776,txn_004948,cust_02000,798.29,card,failed,technical_error,4,3,1,0.75,0,9.46,0,103898.63,0,6.683723833606632,0.42841311687167527,341.9979070674896,798.29,341.9979070674896
1777,txn_000934,cust_02250,1247.2,netbanking,failed,authentication_failed,34,31,3,0.9118,2,4.61,0,43614.97,1,7.1294577924999425,0.2741335726991269,341.8993918703511,1247.2,341.8993918703511
1778,txn_005227,cust_01712,2046.59,upi,failed,technical_error,17,11,6,0.6471,1,12.39,0,48642.67,0,7.624418770805142,0.1668888492551195,341.553049997035,2046.59,341.553049997035
1779,txn_007899,cust_02058,686.41,card,abandoned,none,14,7,7,0.5,0,1.72,1,129877.68,0,6.532930911880475,0.49697556242097446,341.12899580138105,686.41,341.12899580138105
1780,txn_001793,cust_00217,572.55,netbanking,failed,network_error,1,1,0,1.0,2,2.92,0,46277.37,1,6.351845116727277,0.5957430418954628,341.0926786372472,572.55,341.0926786372472
1781,txn_001230,cust_01705,1320.45,upi,failed,authentication_failed,40,18,22,0.45,1,3.86,0,22969.7,1,7.186484897535893,0.2581497934952395,340.87389482078896,1320.45,340.87389482078896
1782,txn_005750,cust_01025,2687.8,wallet,failed,insufficient_funds,8,7,1,0.875,2,11.77,0,50271.93,0,7.896850276410896,0.12644108394549688,339.8483454287065,2687.8,339.8483454287065
1783,txn_008696,cust_01280,1334.61,netbanking,failed,insufficient_funds,39,27,12,0.6923,2,3.21,0,72405.97,0,7.197143395313108,0.25455658229902184,339.7337603020975,1334.61,339.7337603020975
1784,txn_005833,cust_01575,1982.9,card,failed,insufficient_funds,37,29,8,0.7838,2,7.44,0,65540.3,1,7.592819883348726,0.17127322219510585,339.6176722906754,1982.9,339.6176722906754
1785,txn_007517,cust_01125,452.52,wallet,abandoned,none,17,15,2,0.8824,0,3.44,1,31297.17,0,6.117039370016048,0.7499687825716793,339.3758734893363,452.52,339.3758734893363
1786,txn_006379,cust_00017,517.94,netbanking,abandoned,none,23,16,7,0.6957,0,1.5,1,90955.18,1,6.251788269546475,0.6552104871246356,339.3597197013338,517.94,339.3597197013338
1787,txn_003010,cust_02265,666.01,wallet,failed,technical_error,13,10,3,0.7692,0,9.41,0,68759.09,0,6.5028050383069855,0.5083149838780614,338.54286241262764,666.01,338.54286241262764
1788,txn_000919,cust_01235,475.91,wallet,abandoned,none,33,23,10,0.697,0,1.49,1,61798.58,0,6.16732779384089,0.7103416054816659,338.05867346477964,475.91,338.05867346477964
1789,txn_000580,cust_02050,3664.63,card,failed,bank_decline,24,19,5,0.7917,2,7.61,0,77632.05,0,8.20675549586478,0.09222391095090575,337.96651078801773,3664.63,337.96651078801773
1790,txn_001909,cust_00962,1085.98,wallet,failed,technical_error,40,28,12,0.7,2,3.85,0,116416.31,0,6.991158487687912,0.31109476043068357,337.84268793251374,1085.98,337.84268793251374
1791,txn_009612,cust_01125,2685.02,wallet,failed,technical_error,17,15,2,0.8824,3,9.82,0,31297.17,0,7.8958158230718425,0.12573856817482695,337.6105703207739,2685.02,337.6105703207739
1792,txn_006653,cust_00696,1767.39,netbanking,failed,technical_error,33,32,1,0.9697,3,6.99,0,58287.89,0,7.477824807106876,0.1907747497967817,337.173385043334,1767.39,337.173385043334
1793,txn_006511,cust_01119,2087.28,wallet,failed,insufficient_funds,35,19,16,0.5429,3,0.78,0,71554.3,0,7.644096039628838,0.16124463658749144,336.56270505633915,2087.28,336.56270505633915
1794,txn_009703,cust_00459,1123.37,upi,failed,technical_error,25,24,1,0.96,3,4.15,0,58525.73,0,7.024978157779957,0.29952825299747393,336.48105356977226,1123.37,336.48105356977226
1795,txn_004965,cust_02425,996.73,card,failed,insufficient_funds,20,19,1,0.95,2,4.04,0,118073.08,0,6.905482698626459,0.33597519045946617,334.8765515866637,996.73,334.8765515866637
1796,txn_001201,cust_01982,499.51,wallet,abandoned,none,33,26,7,0.7879,0,4.28,1,45538.06,1,6.215627578575657,0.670199247994454,334.7712263657097,499.51,334.7712263657097
1797,txn_006640,cust_01311,1912.63,upi,failed,network_error,11,10,1,0.9091,2,11.43,0,139558.44,0,7.556757240890951,0.17403963097870537,332.8734193988013,1912.63,332.8734193988013
1798,txn_007333,cust_01948,1365.26,card,failed,network_error,24,19,5,0.7917,3,3.11,0,107671.11,0,7.219832358768628,0.2434560003354116,332.38073901792404,1365.26,332.38073901792404
1799,txn_000795,cust_01951,924.01,upi,failed,network_error,23,20,3,0.8696,1,10.0,0,124652.7,0,6.8298045482648,0.35928559261680876,331.98348043385744,924.01,331.98348043385744
1800,txn_008172,cust_02408,1288.31,upi,failed,insufficient_funds,34,28,6,0.8235,0,13.48,0,114916.21,0,7.1618624705334595,0.25715087278473187,331.2900409172979,1288.31,331.2900409172979
1801,txn_005485,cust_00009,1124.45,wallet,failed,insufficient_funds,35,29,6,0.8286,0,13.84,0,63508.45,1,7.025938234659847,0.29432561854621875,330.9544417742957,1124.45,330.9544417742957
1802,txn_002863,cust_00500,778.72,wallet,abandoned,none,13,8,5,0.6154,0,5.77,1,149906.66,0,6.658934880877944,0.4241214059469421,330.27182123900275,778.72,330.27182123900275
1803,txn_005810,cust_00184,699.72,wallet,failed,network_error,27,24,3,0.8889,0,12.42,0,120533.04,0,6.552108377854833,0.4720014048743729,330.26882301869625,699.72,330.26882301869625
1804,txn_001544,cust_00779,1200.36,upi,failed,bank_decline,4,3,1,0.75,2,0.95,0,36527.49,1,7.091209527372025,0.2749349050835307,330.0208626660669,1200.36,330.0208626660669
1805,txn_006567,cust_01268,933.42,upi,failed,bank_decline,37,26,11,0.7027,0,7.31,0,30770.21,0,6.839926015954487,0.3518887523879502,328.45999925396046,933.42,328.45999925396046
1806,txn_005971,cust_00387,431.44,wallet,abandoned,none,38,33,5,0.8684,0,1.73,1,99516.27,1,6.069443588424571,0.7595851899706686,327.71543436094527,431.44,327.71543436094527
1807,txn_001504,cust_01841,473.73,card,abandoned,none,7,5,2,0.7143,0,1.33,1,58149.02,1,6.162746221369518,0.6917683005621406,327.71139702530286,473.73,327.71139702530286
1808,txn_003881,cust_00950,3821.53,wallet,failed,authentication_failed,20,17,3,0.85,2,11.42,0,89464.97,0,8.248667786039261,0.08553167962225655,326.8618796268421,3821.53,326.8618796268421
1809,txn_009348,cust_01374,1439.71,card,failed,network_error,14,9,5,0.6429,1,9.72,0,122215.95,0,7.272891326613651,0.22700488324572476,326.8212004577024,1439.71,326.8212004577024
1810,txn_002357,cust_01833,916.25,upi,failed,technical_error,31,24,7,0.7742,2,4.37,0,58114.15,0,6.821380063235392,0.3561621031500284,326.3335270112135,916.25,326.3335270112135
1811,txn_009313,cust_02347,453.15,upi,abandoned,none,35,23,12,0.6571,0,0.92,1,27006.29,1,6.118427539948223,0.7197603063719109,326.1593828324314,453.15,326.1593828324314
1812,txn_000801,cust_00505,473.66,card,abandoned,none,26,23,3,0.8846,0,4.47,1,41897.58,1,6.16259875826136,0.6871580238276698,325.4792695662141,473.66,325.4792695662141
1813,txn_000560,cust_00363,1468.4,card,failed,technical_error,5,4,1,0.8,2,7.9,0,60705.41,1,7.292609433186177,0.22108541284784197,324.6418202257712,1468.4,324.6418202257712
1814,txn_005138,cust_01111,666.1,upi,abandoned,none,36,26,10,0.7222,0,5.97,1,142329.52,1,6.502939959715469,0.4849987434610334,323.05766301939434,666.1,323.05766301939434
1815,txn_003032,cust_01302,1133.3,netbanking,failed,technical_error,10,9,1,0.9,3,3.33,0,52900.97,1,7.033770999564997,0.28494838938160916,322.93200968617765,1133.3,322.93200968617765
1816,txn_001001,cust_01897,2064.37,upi,failed,insufficient_funds,18,15,3,0.8333,1,12.39,0,131892.86,0,7.633064666100343,0.1562357348854015,322.5283640253763,2064.37,322.5283640253763
1817,txn_001122,cust_01854,1133.47,card,failed,bank_decline,2,1,1,0.5,0,3.96,0,88864.23,1,7.033920860503143,0.28445646038572053,322.42286415340266,1133.47,322.42286415340266
1818,txn_006423,cust_00747,1301.56,wallet,failed,technical_error,37,36,1,0.973,2,8.96,0,147681.53,1,7.172086837825668,0.24769495047577578,322.3898397412507,1301.56,322.3898397412507
1819,txn_002371,cust_02034,1232.87,card,failed,technical_error,33,27,6,0.8182,1,12.06,0,24746.2,1,7.117910850455503,0.2613295894920519,322.18541099706596,1232.87,322.18541099706596
1820,txn_006479,cust_02184,404.99,card,failed,network_error,37,27,10,0.7297,0,0.75,0,96005.78,1,6.006328528756524,0.7940977116775816,321.6016322523038,404.99,321.6016322523038
1821,txn_000665,cust_00338,693.55,netbanking,failed,technical_error,38,32,6,0.8421,0,11.02,0,55984.05,0,6.543264153843398,0.46356899350096004,321.5082754425908,693.55,321.5082754425908
1822,txn_002041,cust_02218,4478.32,wallet,failed,authentication_failed,8,6,2,0.75,2,11.03,0,78444.51,0,8.407226528174128,0.07178897934268264,321.49402196992247,4478.32,321.49402196992247
1823,txn_000435,cust_01612,724.97,wallet,abandoned,none,12,7,5,0.5833,0,6.2,1,74075.03,1,6.587508691656956,0.44274375312020153,320.9759386995525,724.97,320.9759386995525
1824,txn_008258,cust_00344,920.89,wallet,failed,bank_decline,13,11,2,0.8462,2,0.84,0,48016.64,0,6.826425910582251,0.3484431222492622,320.8777868481231,920.89,320.8777868481231
1825,txn_008654,cust_01919,1061.89,card,failed,bank_decline,22,20,2,0.9091,0,10.33,0,78345.85,0,6.968746892272492,0.30176480041809794,320.44102391597403,1061.89,320.44102391597403
1826,txn_006826,cust_02212,948.85,wallet,failed,network_error,9,8,1,0.8889,3,4.16,0,38923.19,0,6.856304077391058,0.3370945603583387,319.85217359600966,948.85,319.85217359600966
1827,txn_006109,cust_00048,503.2,netbanking,failed,network_error,38,34,4,0.8947,0,8.59,0,64836.64,0,6.222973014753819,0.6343306699943394,319.1951931411516,503.2,319.1951931411516
1828,txn_005905,cust_00563,3504.83,card,failed,bank_decline,14,11,3,0.7857,3,2.99,0,96613.97,0,8.162182575999822,0.09061772672019265,317.5997271407328,3504.83,317.5997271407328
1829,txn_004251,cust_00015,452.01,netbanking,failed,technical_error,22,14,8,0.6364,0,2.51,0,16229.33,0,6.115914200294571,0.7022616448055868,317.4292860685733,452.01,317.4292860685733
1830,txn_004236,cust_02336,2343.58,upi,failed,authentication_failed,37,30,7,0.8108,1,13.59,0,8108.69,0,7.759861560361646,0.13543021576641986,317.39154506586624,2343.58,317.39154506586624
1831,txn_006755,cust_02376,636.01,upi,abandoned,none,16,12,4,0.75,0,6.48,1,110901.39,1,6.456785354036069,0.49893279486339104,317.32624686106533,636.01,317.32624686106533
1832,txn_000321,cust_00920,2258.23,upi,failed,bank_decline,20,14,6,0.7,2,4.27,0,75108.17,0,7.722779326247585,0.1403408667284431,316.92195547217204,2258.23,316.92195547217204
1833,txn_007542,cust_02374,1189.18,wallet,failed,insufficient_funds,40,31,9,0.775,2,5.94,0,24135.88,0,7.08185983517106,0.26648275195735455,316.8959589726469,1189.18,316.8959589726469
1834,txn_007060,cust_01220,1282.25,card,failed,insufficient_funds,29,26,3,0.8966,2,6.52,0,74099.91,0,7.157151201440413,0.24649834568627801,316.07250375623,1282.25,316.07250375623
1835,txn_008255,cust_02338,3154.82,card,failed,bank_decline,4,3,1,0.75,1,11.62,0,33104.63,0,8.05700364611872,0.1001466135680644,315.9445394168009,3154.82,315.9445394168009
1836,txn_009276,cust_02392,781.53,netbanking,failed,authentication_failed,27,23,4,0.8519,1,4.99,0,39711.25,0,6.662532260337548,0.4039618690175884,315.70831949331586,781.53,315.70831949331586
1837,txn_000821,cust_02378,2217.54,upi,failed,network_error,9,8,1,0.8889,3,9.2,0,79484.61,0,7.704604600857008,0.14231150987593097,315.58146561027195,2217.54,315.58146561027195
1838,txn_001138,cust_01953,1373.5,netbanking,failed,bank_decline,24,17,7,0.7083,1,4.48,0,105612.31,1,7.2258453076053,0.22941662467514462,315.1037339913111,1373.5,315.1037339913111
1839,txn_000226,cust_02143,503.08,wallet,abandoned,none,10,9,1,0.9,0,6.1,1,110652.05,1,6.2227349856338,0.6260532599774644,314.9548740294628,503.08,314.9548740294628
1840,txn_008409,cust_00326,1954.75,card,failed,technical_error,23,18,5,0.7826,1,13.18,0,119877.02,1,7.57852903056519,0.161076300002361,314.8638974296152,1954.75,314.8638974296152
1841,txn_007677,cust_00481,555.59,upi,abandoned,none,3,2,1,0.6667,0,4.51,1,49331.83,1,6.321828882706896,0.5662679664090706,314.61281945721555,555.59,314.61281945721555
1842,txn_001432,cust_00139,508.79,netbanking,failed,network_error,14,7,7,0.5,0,2.31,0,100789.17,1,6.233998876214124,0.6176102638697721,314.2339261543014,508.79,314.2339261543014
1843,txn_008113,cust_01430,603.94,wallet,failed,authentication_failed,9,7,2,0.7778,1,0.99,0,96594.85,1,6.405129279559101,0.5195888776158829,313.8005067473363,603.94,313.8005067473363
1844,txn_001440,cust_00682,2019.96,netbanking,failed,technical_error,32,23,9,0.7188,1,13.33,0,70129.01,0,7.611327925025665,0.15524354196860876,313.585745034911,2019.96,313.585745034911
1845,txn_007580,cust_01013,456.26,upi,abandoned,none,12,10,2,0.8333,0,3.84,1,63264.86,1,6.125252156906081,0.6858720544705198,312.93598357271935,456.26,312.93598357271935
1846,txn_007818,cust_00363,797.81,netbanking,failed,technical_error,5,4,1,0.8,2,3.28,0,60705.41,0,6.6831231202414685,0.3914499882726004,312.3027151437633,797.81,312.3027151437633
1847,txn_004465,cust_01204,1382.64,upi,failed,bank_decline,21,14,7,0.6667,2,1.94,0,3333.06,1,7.232472986734747,0.225769995317573,312.15862632588914,1382.64,312.15862632588914
1848,txn_001006,cust_02486,531.11,upi,abandoned,none,13,9,4,0.6923,0,4.01,1,79086.4,0,6.276850234885605,0.586917995608036,311.71801664738405,531.11,311.71801664738405
1849,txn_007684,cust_00209,590.74,netbanking,failed,bank_decline,8,7,1,0.875,0,3.75,0,108243.39,1,6.383067349222998,0.5275102532262038,311.6214069908477,590.74,311.6214069908477
1850,txn_008546,cust_02420,864.61,wallet,failed,bank_decline,7,5,2,0.7143,1,2.91,0,43035.07,1,6.7634344607057075,0.36032770740037195,311.5429390954356,864.61,311.5429390954356
1851,txn_003444,cust_01775,2352.83,card,failed,insufficient_funds,18,14,4,0.7778,1,13.41,0,64147.21,1,7.763799067710289,0.13224098499115555,311.1405567167405,2352.83,311.1405567167405
1852,txn_009215,cust_00326,807.57,netbanking,failed,authentication_failed,23,18,5,0.7826,1,3.02,0,119877.02,0,6.695267255355902,0.3845647727877517,310.5629735602047,807.57,310.5629735602047
1853,txn_008361,cust_01021,456.26,wallet,failed,insufficient_funds,22,17,5,0.7727,0,3.78,0,43399.69,0,6.125252156906081,0.6805963327396503,310.5288827757928,456.26,310.5288827757928
1854,txn_002044,cust_00301,1361.4,netbanking,failed,insufficient_funds,13,13,0,1.0,3,5.42,0,12323.48,0,7.217003129348479,0.227955041379554,310.3379933341248,1361.4,310.3379933341248
1855,txn_000356,cust_01753,760.65,card,failed,authentication_failed,16,15,1,0.9375,2,2.59,0,5927.59,0,6.63548713258271,0.407871604900771,310.24753626777147,760.65,310.24753626777147
1856,txn_004881,cust_00928,512.73,netbanking,abandoned,none,28,20,8,0.7143,0,4.57,1,20956.31,0,6.2416978356122845,0.6042485910330168,309.81638008035867,512.73,309.81638008035867
1857,txn_007587,cust_01973,505.11,netbanking,failed,network_error,9,9,0,1.0,1,7.47,0,16429.54,1,6.2267540369657475,0.6123163347295396,309.28710383523776,505.11,309.28710383523776
1858,txn_009289,cust_00543,1979.3,wallet,failed,network_error,20,16,4,0.8,2,11.72,0,97736.68,1,7.591003627362835,0.15602787048722364,308.82596405536174,1979.3,308.82596405536174
1859,txn_004713,cust_01161,433.53,netbanking,failed,authentication_failed,32,29,3,0.9062,0,1.8,0,69663.52,1,6.07426498720113,0.7122956194479847,308.8015198992848,433.53,308.8015198992848
1860,txn_004649,cust_02202,599.23,wallet,abandoned,none,35,10,25,0.2857,0,0.7,1,75996.05,0,6.397312915096029,0.5144884152526369,308.2968930718376,599.23,308.2968930718376
1861,txn_005423,cust_01201,1358.08,netbanking,failed,technical_error,18,12,6,0.6667,1,8.76,0,134997.44,0,7.214563279232395,0.22650995208010483,307.61863572094876,1358.08,307.61863572094876
1862,txn_004675,cust_00629,1686.82,netbanking,failed,bank_decline,18,15,3,0.8333,0,12.32,0,105702.12,0,7.431193034398889,0.18201595336721338,307.02815045888286,1686.82,307.02815045888286
1863,txn_008644,cust_00062,682.3,card,failed,technical_error,22,20,2,0.9091,0,13.22,0,17621.27,0,6.526934001786732,0.4488961246348515,306.28182583835917,682.3,306.28182583835917
1864,txn_002224,cust_02194,526.66,wallet,abandoned,none,39,31,8,0.7949,0,6.14,1,88998.8,1,6.268452136894303,0.5809674405401958,305.9723122348995,526.66,305.9723122348995
1865,txn_004616,cust_00095,3311.62,card,failed,technical_error,3,1,2,0.3333,3,0.32,0,129085.67,0,8.10549469605341,0.09208842569317596,304.96187229403535,3311.62,304.96187229403535
1866,txn_008826,cust_01124,1372.7,card,failed,authentication_failed,9,7,2,0.7778,0,12.83,0,58874.44,0,7.225263108331159,0.22198327355235026,304.7164396053112,1372.7,304.7164396053112
1867,txn_002526,cust_00444,453.49,netbanking,failed,authentication_failed,18,17,1,0.9444,0,2.82,0,116128.59,1,6.119175911175262,0.6717721000482381,304.6419296508755,453.49,304.6419296508755
1868,txn_007903,cust_00360,6492.07,upi,failed,authentication_failed,22,18,4,0.8182,3,10.73,0,28470.19,0,8.77849073329128,0.04687935104973192,304.3440285694331,6492.07,304.3440285694331
1869,txn_007807,cust_01612,3563.36,netbanking,failed,authentication_failed,12,7,5,0.5833,1,11.04,0,74075.03,0,8.178739793590534,0.08534240707880288,304.105719688323,3563.36,304.105719688323
1870,txn_003541,cust_00961,653.36,netbanking,failed,technical_error,11,10,1,0.9091,0,11.71,0,79110.62,1,6.483657658725971,0.4646142437952575,303.5603623260695,653.36,303.5603623260695
1871,txn_001059,cust_00712,555.4,wallet,failed,technical_error,22,18,4,0.8182,1,6.18,0,10820.87,1,6.321487460049288,0.5451904349279997,302.798767559011,555.4,302.798767559011
1872,txn_008474,cust_01695,543.14,netbanking,abandoned,none,27,24,3,0.8889,0,6.15,1,145635.13,1,6.299206566687531,0.5569665439404621,302.51080867582255,543.14,302.51080867582255
1873,txn_001139,cust_00768,2379.97,netbanking,failed,bank_decline,22,11,11,0.5,0,9.36,0,118915.71,0,7.77526324665948,0.12706321298506865,302.4066350080738,2379.97,302.4066350080738
1874,txn_000100,cust_00147,1614.17,upi,failed,network_error,9,9,0,1.0,2,12.58,0,140055.65,0,7.3871954932748745,0.1867209473458801,301.3993515772993,1614.17,301.3993515772993
1875,txn_002100,cust_02262,443.78,netbanking,abandoned,none,36,28,8,0.7778,0,1.55,1,137336.34,1,6.097579777896684,0.6778196633017712,300.80281018006,443.78,300.80281018006
1876,txn_008417,cust_01649,1785.03,netbanking,failed,technical_error,4,3,1,0.75,3,4.63,0,58504.63,0,7.487750558607801,0.16849594722809083,300.770320680559,1785.03,300.770320680559
1877,txn_009463,cust_01054,794.84,wallet,failed,network_error,39,26,13,0.6667,1,7.14,0,131097.12,1,6.67939816061504,0.37838967669675133,300.75925062564585,794.84,300.75925062564585
1878,txn_009643,cust_02276,482.77,card,failed,technical_error,16,14,2,0.875,0,6.79,0,113863.52,1,6.181609587158616,0.6228791387688892,300.70736182345667,482.77,300.70736182345667
